	code	id	name	type	ct	clid	superid	vi
21871	33960	4200	px33960	px	1798	2737.0	542	21872
21872	33961	4201	px33961	px	1573	2737.0	542	21873
21873	D8670	15794	pxD8670	px	411	2817.0	356	21874
21874	4005F	4900	px4005F	px	704	2818.0	356	21875
21875	89051	11316	px89051	px	395776	2716.0	358	21876
21876	89050	11315	px89050	px	120069	2716.0	358	21877
21877	31528	3572	px31528	px	1851	2411.0	385	21878
21878	31529	3573	px31529	px	924	2411.0	385	21879
21879	89055	11317	px89055	px	455235	2714.0	358	21880
21880	31520	3568	px31520	px	1729	2604.0	511	21881
21881	31526	3570	px31526	px	17791	2604.0	511	21882
21882	31525	3569	px31525	px	39700	2604.0	511	21883
21883	E0484	16038	pxE0484	px	4424	2209.0	354	21884
21884	E0485	16039	pxE0485	px	1922	2208.0	354	21885
21885	E0486	16040	pxE0486	px	40199	2208.0	354	21886
21886	E0487	16041	pxE0487	px	167	2209.0	354	21887
21887	E0480	16034	pxE0480	px	995	2208.0	354	21888
21888	E0481	16035	pxE0481	px	282	2208.0	354	21889
21889	E0482	16036	pxE0482	px	4064	2208.0	354	21890
21890	E0483	16037	pxE0483	px	8412	2208.0	354	21891
21891	30000	3338	px30000	px	3995	2620.0	366	21892
21892	00170	52	px00170	px	1246158	2379.0	360	21893
21893	00174	54	px00174	px	489	2379.0	360	21894
21894	E1575	16393	pxE1575	px	112	2209.0	354	21895
21895	00176	55	px00176	px	5425	2386.0	360	21896
21896	87400	11036	px87400	px	935641	2680.0	359	21897
21897	19499	1370	px19499	px	14245	2532.0	391	21898
21898	A4344	13259	pxA4344	px	12734	2208.0	354	21899
21899	43774	5443	px43774	px	10547	2223.0	478	21900
21900	43775	5444	px43775	px	44966	2223.0	478	21901
21901	43772	5441	px43772	px	1595	2223.0	478	21902
21902	43773	5442	px43773	px	2082	2223.0	478	21903
21903	43770	5439	px43770	px	74614	2223.0	478	21904
21904	43771	5440	px43771	px	3317	2223.0	478	21905
21905	L4100	20638	pxL4100	px	399	2209.0	354	21906
21906	90389	11442	px90389	px	2343	2488.0	372	21907
21907	90386	11441	px90386	px	356	2489.0	372	21908
21908	90385	11440	px90385	px	5661	2489.0	372	21909
21909	90384	11439	px90384	px	92688	2489.0	372	21910
21910	80299	9343	px80299	px	306084	2721.0	358	21911
21911	20969	1486	px20969	px	1225	2201.0	370	21912
21912	D7451	15674	pxD7451	px	215	2817.0	356	21913
21913	D7450	15673	pxD7450	px	367	2817.0	356	21914
21914	29710	3249	px29710	px	459	2458.0	502	21915
21915	29715	3250	px29715	px	203	2458.0	502	21916
21916	54250	6509	px54250	px	2469	2459.0	458	21917
21917	29851	3287	px29851	px	1174	2415.0	381	21918
21918	K0552	19853	pxK0552	px	45142	2208.0	354	21919
21919	K0553	19854	pxK0553	px	1043	2208.0	354	21920
21920	K0554	19855	pxK0554	px	160	2208.0	354	21921
21921	K0555	19856	pxK0555	px	229	2208.0	354	21922
21922	K0556	19857	pxK0556	px	1906	2209.0	354	21923
21923	K0557	19858	pxK0557	px	515	2209.0	354	21924
21924	K0559	19860	pxK0559	px	157	2208.0	354	21925
21925	29855	3288	px29855	px	2280	2413.0	381	21926
21926	28043	3017	px28043	px	27585	2642.0	377	21927
21927	28041	3016	px28041	px	3713	2492.0	362	21928
21928	28047	3020	px28047	px	503	2491.0	362	21929
21929	28046	3019	px28046	px	2189	2494.0	362	21930
21930	28045	3018	px28045	px	26619	2492.0	362	21931
21931	38230	4825	px38230	px	2802	2332.0	423	21932
21932	28600	3164	px28600	px	786	2413.0	381	21933
21933	25355	2251	px25355	px	238	2202.0	370	21934
21934	1090F	794	px1090F	px	5037	2819.0	356	21935
21935	25350	2250	px25350	px	1705	2202.0	370	21936
21936	77781	8990	px77781	px	4187	2206.0	382	21937
21937	77783	8992	px77783	px	2617	2207.0	382	21938
21938	82331	9720	px82331	px	909	2251.0	357	21939
21939	82330	9719	px82330	px	567853	2237.0	357	21940
21940	64505	7562	px64505	px	4784	2174.0	427	21941
21941	51990	6333	px51990	px	3540	2759.0	487	21942
21942	51992	6334	px51992	px	4948	2759.0	487	21943
21943	51999	6335	px51999	px	2717	2636.0	553	21944
21944	L3580	20499	pxL3580	px	730	2208.0	354	21945
21945	J1120	18704	pxJ1120	px	4921	2275.0	355	21946
21946	53260	6429	px53260	px	1976	2468.0	404	21947
21947	53265	6430	px53265	px	2080	2468.0	404	21948
21948	L2186	20325	pxL2186	px	663	2208.0	354	21949
21949	L2184	20324	pxL2184	px	645	2208.0	354	21950
21950	21300	1622	px21300	px	178	2194.0	405	21951
21951	L2182	20323	pxL2182	px	1177	2208.0	354	21952
21952	49255	5998	px49255	px	8574	2186.0	387	21953
21953	L6400	20892	pxL6400	px	132	2208.0	354	21954
21954	L2230	20332	pxL2230	px	3497	2209.0	354	21955
21955	L2232	20333	pxL2232	px	4069	2209.0	354	21956
21956	58662	6908	px58662	px	220120	2777.0	398	21957
21957	11970	943	px11970	px	37421	2534.0	391	21958
21958	87147	10948	px87147	px	1678996	2676.0	359	21959
21959	S9208	22432	pxS9208	px	4339	2783.0	375	21960
21960	Q4128	21745	pxQ4128	px	130	2208.0	354	21961
21961	27465	2799	px27465	px	316	2200.0	370	21962
21962	Q4124	21741	pxQ4124	px	190	2209.0	354	21963
21963	Q4121	21738	pxQ4121	px	209	2208.0	354	21964
21964	E0974	16211	pxE0974	px	1585	2209.0	354	21965
21965	E0977	16214	pxE0977	px	110	2209.0	354	21966
21966	E0970	16207	pxE0970	px	641	2209.0	354	21967
21967	E0971	16208	pxE0971	px	99615	2209.0	354	21968
21968	E0972	16209	pxE0972	px	1795	2209.0	354	21969
21969	E0973	16210	pxE0973	px	66990	2209.0	354	21970
21970	E0978	16215	pxE0978	px	78640	2209.0	354	21971
21971	94350	12306	px94350	px	183242	2562.0	429	21972
21972	29055	3206	px29055	px	388	2792.0	397	21973
21973	29058	3207	px29058	px	104	2789.0	397	21974
21974	S8490	22384	pxS8490	px	1972	2209.0	354	21975
21975	30906	3439	px30906	px	2731	2760.0	536	21976
21976	30905	3438	px30905	px	19407	2760.0	536	21977
21977	30903	3436	px30903	px	105247	2760.0	536	21978
21978	30901	3434	px30901	px	290556	2760.0	536	21979
21979	31050	3461	px31050	px	1108	2620.0	366	21980
21980	31051	3462	px31051	px	833	2620.0	366	21981
21981	H2000	18442	pxH2000	px	2815	2770.0	361	21982
21982	01990	503	px01990	px	802	2378.0	360	21983
21983	01991	504	px01991	px	63417	2367.0	360	21984
21984	01992	505	px01992	px	305534	2367.0	360	21985
21985	01995	506	px01995	px	4354	2372.0	360	21986
21986	01996	507	px01996	px	402719	2385.0	360	21987
21987	01999	508	px01999	px	101272	2369.0	360	21988
21988	A4772	13504	pxA4772	px	8099	2208.0	354	21989
21989	A4773	13505	pxA4773	px	350	2208.0	354	21990
21990	A4771	13503	pxA4771	px	137	2208.0	354	21991
21991	35281	4357	px35281	px	417	2596.0	369	21992
21992	35286	4358	px35286	px	1498	2596.0	369	21993
21993	55559	6607	px55559	px	1688	2496.0	388	21994
21994	61546	7186	px61546	px	372	2192.0	451	21995
21995	61541	7181	px61541	px	170	2401.0	395	21996
21996	61540	7180	px61540	px	210	2402.0	395	21997
21997	61543	7183	px61543	px	134	2403.0	395	21998
21998	55550	6606	px55550	px	1830	2498.0	388	21999
21999	61548	7187	px61548	px	7862	2191.0	451	22000
22000	5010F	6117	px5010F	px	4445	2818.0	356	22001
22001	L0490	20117	pxL0490	px	152	2208.0	354	22002
22002	L0491	20118	pxL0491	px	364	2208.0	354	22003
22003	77421	8960	px77421	px	108353	2206.0	382	22004
22004	77424	8963	px77424	px	154	2206.0	382	22005
22005	77427	8965	px77427	px	614917	2206.0	382	22006
22006	3288F	3815	px3288F	px	4240	2818.0	356	22007
22007	P2031	21295	pxP2031	px	137	2725.0	358	22008
22008	L6895	21016	pxL6895	px	606	2208.0	354	22009
22009	L6890	21015	pxL6890	px	1361	2208.0	354	22010
22010	73218	8335	px73218	px	159283	2584.0	383	22011
22011	73219	8336	px73219	px	4429	2584.0	383	22012
22012	93463	12123	px93463	px	6857	2336.0	408	22013
22013	93462	12122	px93462	px	20457	2336.0	408	22014
22014	L3918	20569	pxL3918	px	1965	2208.0	354	22015
22015	L3919	20570	pxL3919	px	12753	2208.0	354	22016
22016	93464	12124	px93464	px	886	2336.0	408	22017
22017	L3912	20563	pxL3912	px	7447	2208.0	354	22018
22018	L3913	20564	pxL3913	px	63630	2208.0	354	22019
22019	L3910	20561	pxL3910	px	648	2208.0	354	22020
22020	L3911	20562	pxL3911	px	8625	2208.0	354	22021
22021	L3916	20567	pxL3916	px	5071	2208.0	354	22022
22022	L3917	20568	pxL3917	px	10893	2208.0	354	22023
22023	L3914	20565	pxL3914	px	82573	2208.0	354	22024
22024	L3915	20566	pxL3915	px	4818	2208.0	354	22025
22025	E2608	16554	pxE2608	px	758	2209.0	354	22026
22026	E2609	16555	pxE2609	px	7141	2208.0	354	22027
22027	E2604	16550	pxE2604	px	884	2209.0	354	22028
22028	E2605	16551	pxE2605	px	4339	2209.0	354	22029
22029	E2606	16552	pxE2606	px	539	2209.0	354	22030
22030	E2607	16553	pxE2607	px	14958	2209.0	354	22031
22031	36251	4556	px36251	px	2990	2481.0	393	22032
22032	E2601	16547	pxE2601	px	97085	2209.0	354	22033
22033	36253	4558	px36253	px	914	2484.0	393	22034
22034	E2603	16549	pxE2603	px	13751	2209.0	354	22035
22035	87265	10995	px87265	px	11290	2680.0	359	22036
22036	G9159	18104	pxG9159	px	126	2261.0	356	22037
22037	87267	10996	px87267	px	133	2682.0	359	22038
22038	87260	10994	px87260	px	23366	2680.0	359	22039
22039	84081	10189	px84081	px	7548	2244.0	357	22040
22040	84080	10188	px84080	px	97436	2233.0	357	22041
22041	87269	10997	px87269	px	46110	2680.0	359	22042
22042	84087	10193	px84087	px	562	2231.0	357	22043
22043	L5814	20812	pxL5814	px	1430	2208.0	354	22044
22044	87190	10975	px87190	px	1471	2679.0	359	22045
22045	L5816	20813	pxL5816	px	145	2209.0	354	22046
22046	87197	10977	px87197	px	571	2678.0	359	22047
22047	L5812	20811	pxL5812	px	1926	2209.0	354	22048
22048	0529F	722	px0529F	px	373	2801.0	356	22049
22049	L5818	20814	pxL5818	px	138	2209.0	354	22050
22050	33025	3835	px33025	px	13464	2513.0	392	22051
22051	33020	3834	px33020	px	620	2513.0	392	22052
22052	Q0144	21485	pxQ0144	px	20279	2270.0	355	22053
22053	37618	4772	px37618	px	2337	2596.0	369	22054
22054	01140	295	px01140	px	159	2370.0	360	22055
22055	84550	10338	px84550	px	6777706	2232.0	357	22056
22056	37616	4770	px37616	px	371	2596.0	369	22057
22057	37615	4769	px37615	px	274	2292.0	420	22058
22058	83026	9958	px83026	px	27928	2241.0	357	22059
22059	83020	9956	px83020	px	289336	2244.0	357	22060
22060	83021	9957	px83021	px	607875	2244.0	357	22061
22061	J2001	18874	pxJ2001	px	1629472	2269.0	355	22062
22062	J2000	18873	pxJ2000	px	142262	2269.0	355	22063
22063	89240	11335	px89240	px	42736	2803.0	364	22064
22064	D7230	15632	pxD7230	px	71557	2817.0	356	22065
22065	82646	9825	px82646	px	189545	2227.0	357	22066
22066	82649	9826	px82649	px	188577	2227.0	357	22067
22067	42415	5151	px42415	px	22671	2620.0	366	22068
22068	42410	5150	px42410	px	6256	2620.0	366	22069
22069	G8942	17903	pxG8942	px	1427	2749.0	356	22070
22070	88112	11176	px88112	px	1445913	2801.0	364	22071
22071	J1725	18822	pxJ1725	px	1425	2280.0	355	22072
22072	64744	7637	px64744	px	314	2502.0	365	22073
22073	64742	7636	px64742	px	223	2504.0	365	22074
22074	52330	6371	px52330	px	19813	2394.0	448	22075
22075	52332	6372	px52332	px	413671	2390.0	541	22076
22076	52334	6373	px52334	px	1879	2296.0	509	22077
22077	53060	6418	px53060	px	706	2468.0	404	22078
22078	21145	1560	px21145	px	2109	2202.0	370	22079
22079	21147	1562	px21147	px	2745	2202.0	370	22080
22080	21146	1561	px21146	px	1283	2202.0	370	22081
22081	21141	1556	px21141	px	7058	2202.0	370	22082
22082	21143	1558	px21143	px	2194	2202.0	370	22083
22083	21142	1557	px21142	px	2892	2202.0	370	22084
22084	78018	9013	px78018	px	58112	2418.0	376	22085
22085	20816	1455	px20816	px	143	2263.0	422	22086
22086	21188	1577	px21188	px	214	2202.0	370	22087
22087	78011	9006	px78011	px	1272	2418.0	376	22088
22088	21499	1682	px21499	px	5430	2264.0	422	22089
22089	21493	1678	px21493	px	139	2194.0	405	22090
22090	46910	5829	px46910	px	7754	2462.0	515	22091
22091	21490	1677	px21490	px	227	2194.0	405	22092
22092	21497	1681	px21497	px	1010	2758.0	484	22093
22093	46917	5831	px46917	px	3319	2462.0	515	22094
22094	11982	950	px11982	px	26913	2608.0	402	22095
22095	11983	951	px11983	px	10795	2690.0	378	22096
22096	11980	948	px11980	px	44772	2685.0	378	22097
22097	11981	949	px11981	px	100978	2709.0	378	22098
22098	13160	1002	px13160	px	40110	2651.0	418	22099
22099	J3010	19045	pxJ3010	px	5022407	2277.0	355	22100
22100	29520	3237	px29520	px	23234	2789.0	397	22101
22101	K0455	19797	pxK0455	px	500	2209.0	354	22102
22102	K0452	19794	pxK0452	px	634	2208.0	354	22103
22103	92132	11813	px92132	px	21825	2429.0	371	22104
22104	92130	11812	px92130	px	1084	2432.0	371	22105
22105	50740	6217	px50740	px	276	2340.0	390	22106
22106	D3410	15321	pxD3410	px	226	2817.0	356	22107
22107	E0472	16033	pxE0472	px	239	2208.0	354	22108
22108	26320	2405	px26320	px	4131	2264.0	422	22109
22109	93268	12057	px93268	px	158994	2203.0	399	22110
22110	49566	6070	px49566	px	17400	2387.0	434	22111
22111	G0195	16745	pxG0195	px	332	2538.0	439	22112
22112	G0196	16746	pxG0196	px	205	2540.0	439	22113
22113	21800	1713	px21800	px	55403	2589.0	379	22114
22114	21805	1714	px21805	px	206	2589.0	379	22115
22115	G0448	16982	pxG0448	px	255	2566.0	414	22116
22116	L3420	20481	pxL3420	px	2027	2208.0	354	22117
22117	G0442	16976	pxG0442	px	21408	2524.0	425	22118
22118	G0443	16977	pxG0443	px	747	2524.0	425	22119
22119	G0440	16974	pxG0440	px	2476	2346.0	384	22120
22120	G0441	16975	pxG0441	px	395	2346.0	384	22121
22121	G0446	16980	pxG0446	px	12003	2767.0	361	22122
22122	G0447	16981	pxG0447	px	16986	2767.0	361	22123
22123	G0444	16978	pxG0444	px	35107	2530.0	386	22124
22124	G0445	16979	pxG0445	px	1444	2773.0	361	22125
22125	P9048	21338	pxP9048	px	250	2319.0	433	22126
22126	P9040	21330	pxP9040	px	27095	2319.0	433	22127
22127	P9041	21331	pxP9041	px	2176	2319.0	433	22128
22128	P9046	21336	pxP9046	px	747	2319.0	433	22129
22129	P9047	21337	pxP9047	px	13641	2319.0	433	22130
22130	P9044	21334	pxP9044	px	802	2208.0	354	22131
22131	P9045	21335	pxP9045	px	11928	2319.0	433	22132
22132	99078	12791	px99078	px	33327	2547.0	374	22133
22133	99070	12788	px99070	px	900171	2545.0	374	22134
22134	99071	12789	px99071	px	16197	2545.0	374	22135
22135	99075	12790	px99075	px	166	2550.0	374	22136
22136	S9900	22561	pxS9900	px	186	2545.0	374	22137
22137	S0622	22031	pxS0622	px	1024	2766.0	361	22138
22138	S0620	22029	pxS0620	px	36380	2314.0	459	22139
22139	S0621	22030	pxS0621	px	74312	2314.0	459	22140
22140	S0625	22032	pxS0625	px	8919	2315.0	459	22141
22141	L6616	20908	pxL6616	px	367	2209.0	354	22142
22142	L6615	20907	pxL6615	px	535	2208.0	354	22143
22143	78185	9035	px78185	px	347	2344.0	440	22144
22144	L1060	20195	pxL1060	px	7687	2208.0	354	22145
22145	Q4080	21697	pxQ4080	px	289	2209.0	354	22146
22146	Q4081	21698	pxQ4081	px	54944	2278.0	355	22147
22147	Q4083	21700	pxQ4083	px	27784	2273.0	355	22148
22148	30200	3365	px30200	px	25653	2751.0	443	22149
22149	Q4085	21702	pxQ4085	px	5031	2273.0	355	22150
22150	Q4086	21703	pxQ4086	px	4756	2273.0	355	22151
22151	Q4087	21704	pxQ4087	px	331	2278.0	355	22152
22152	Q4088	21705	pxQ4088	px	689	2277.0	355	22153
22153	Q4089	21706	pxQ4089	px	103	2269.0	355	22154
22154	68540	8007	px68540	px	237	2474.0	380	22155
22155	Q2039	21595	pxQ2039	px	54525	2485.0	372	22156
22156	Q2038	21594	pxQ2038	px	772235	2485.0	372	22157
22157	Q2033	21589	pxQ2033	px	119	2209.0	356	22158
22158	Q2037	21593	pxQ2037	px	540850	2485.0	372	22159
22159	Q2036	21592	pxQ2036	px	370810	2485.0	372	22160
22160	Q2035	21591	pxQ2035	px	76012	2485.0	372	22161
22161	E1250	16330	pxE1250	px	380	2208.0	354	22162
22162	L1932	20274	pxL1932	px	20058	2209.0	354	22163
22163	A9529	13854	pxA9529	px	3011	2208.0	354	22164
22164	L1930	20273	pxL1930	px	158106	2208.0	354	22165
22165	A9524	13849	pxA9524	px	1323	2208.0	354	22166
22166	A9525	13850	pxA9525	px	13354	2208.0	354	22167
22167	A9526	13851	pxA9526	px	2267	2209.0	354	22168
22168	A9527	13852	pxA9527	px	174	2209.0	354	22169
22169	23420	1967	px23420	px	54012	2451.0	441	22170
22170	A9521	13846	pxA9521	px	6810	2208.0	354	22171
22171	76948	8849	px76948	px	55044	2304.0	401	22172
22172	76941	8842	px76941	px	1334	2304.0	401	22173
22173	76940	8841	px76940	px	4400	2306.0	401	22174
22174	76942	8843	px76942	px	3203898	2312.0	401	22175
22175	76945	8846	px76945	px	33447	2298.0	401	22176
22176	76946	8847	px76946	px	133149	2298.0	401	22177
22177	73530	8347	px73530	px	104047	2612.0	363	22178
22178	57155	6754	px57155	px	5151	2778.0	398	22179
22179	S0221	21977	pxS0221	px	1249	2551.0	374	22180
22180	43644	5421	px43644	px	91209	2223.0	478	22181
22181	57150	6753	px57150	px	27717	2438.0	481	22182
22182	A7009	13742	pxA7009	px	538	2208.0	354	22183
22183	A7008	13741	pxA7008	px	1523	2208.0	354	22184
22184	A7001	13734	pxA7001	px	2169	2208.0	354	22185
22185	A7003	13736	pxA7003	px	868847	2208.0	354	22186
22186	A7002	13735	pxA7002	px	51172	2208.0	354	22187
22187	A7005	13738	pxA7005	px	645219	2208.0	354	22188
22188	A7004	13737	pxA7004	px	78452	2208.0	354	22189
22189	A7007	13740	pxA7007	px	9634	2208.0	354	22190
22190	A7006	13739	pxA7006	px	22421	2208.0	354	22191
22191	G8433	17401	pxG8433	px	334	2206.0	356	22192
22192	85520	10493	px85520	px	27066	2239.0	357	22193
22193	G8431	17399	pxG8431	px	456	2206.0	356	22194
22194	G8430	17398	pxG8430	px	1037	2766.0	356	22195
22195	G8437	17405	pxG8437	px	253	2606.0	356	22196
22196	75635	8515	px75635	px	103604	2352.0	556	22197
22197	75630	8513	px75630	px	73098	2352.0	556	22198
22198	J3250	19077	pxJ3250	px	59835	2272.0	355	22199
22199	0262T	572	px0262T	px	119	2297.0	424	22200
22200	17004	1246	px17004	px	681303	2643.0	377	22201
22201	45910	5755	px45910	px	2584	2755.0	394	22202
22202	87015	10915	px87015	px	384520	2674.0	359	22203
22203	45915	5756	px45915	px	6073	2757.0	394	22204
22204	71023	8218	px71023	px	14341	2612.0	363	22205
22205	71022	8217	px71022	px	36167	2224.0	540	22206
22206	71021	8216	px71021	px	38082	2224.0	540	22207
22207	71020	8215	px71020	px	23801566	2224.0	540	22208
22208	E0642	16090	pxE0642	px	158	2208.0	354	22209
22209	E0640	16088	pxE0640	px	114	2208.0	354	22210
22210	E0641	16089	pxE0641	px	555	2208.0	354	22211
22211	86765	10833	px86765	px	521408	2720.0	358	22212
22212	86762	10832	px86762	px	1537750	2713.0	358	22213
22213	86768	10834	px86768	px	4222	2717.0	358	22214
22214	Q1003	21559	pxQ1003	px	183612	2463.0	373	22215
22215	Q1002	21558	pxQ1002	px	648	2463.0	373	22216
22216	Q1001	21557	pxQ1001	px	445	2463.0	373	22217
22217	J9190	19403	pxJ9190	px	113890	2274.0	355	22218
22218	47741	5925	px47741	px	127	2184.0	387	22219
22219	47740	5924	px47740	px	149	2184.0	387	22220
22220	E1110	16292	pxE1110	px	302	2209.0	354	22221
22221	69949	8128	px69949	px	1526	2167.0	406	22222
22222	L8010	21095	pxL8010	px	19830	2208.0	354	22223
22223	89160	11328	px89160	px	17393	2676.0	359	22224
22224	43248	5309	px43248	px	237599	2526.0	530	22225
22225	L8015	21096	pxL8015	px	26390	2209.0	354	22226
22226	43246	5307	px43246	px	127585	2363.0	513	22227
22227	43247	5308	px43247	px	75634	2594.0	428	22228
22228	43244	5305	px43244	px	21479	2295.0	588	22229
22229	43245	5306	px43245	px	38411	2558.0	550	22230
22230	43242	5303	px43242	px	55539	2595.0	428	22231
22231	43243	5304	px43243	px	5850	2295.0	588	22232
22232	43240	5301	px43240	px	1201	2595.0	428	22233
22233	43241	5302	px43241	px	10840	2595.0	428	22234
22234	96369	12585	px96369	px	2885	2695.0	378	22235
22235	96368	12584	px96368	px	103395	2689.0	378	22236
22236	96361	12580	px96361	px	2187560	2694.0	378	22237
22237	96360	12579	px96360	px	1202972	2694.0	378	22238
22238	96367	12583	px96367	px	441746	2689.0	378	22239
22239	96366	12582	px96366	px	438274	2712.0	378	22240
22240	96365	12581	px96365	px	1514160	2712.0	378	22241
22241	52275	6352	px52275	px	8489	2466.0	404	22242
22242	52277	6354	px52277	px	342	2466.0	404	22243
22243	52276	6353	px52276	px	30668	2406.0	493	22244
22244	52270	6351	px52270	px	3333	2468.0	404	22245
22245	G0129	16691	pxG0129	px	1437	2658.0	432	22246
22246	00172	53	px00172	px	8007	2379.0	360	22247
22247	49020	5976	px49020	px	16696	2186.0	387	22248
22248	49021	5977	px49021	px	52982	2186.0	387	22249
22249	46030	5761	px46030	px	2852	2754.0	394	22250
22250	99274	12878	px99274	px	42369	2765.0	361	22251
22251	99275	12879	px99275	px	22717	2765.0	361	22252
22252	99271	12875	px99271	px	7088	2765.0	361	22253
22253	99272	12876	px99272	px	16852	2765.0	361	22254
22254	99273	12877	px99273	px	43890	2765.0	361	22255
22255	97542	12710	px97542	px	36960	2518.0	445	22256
22256	97545	12711	px97545	px	1440	2658.0	432	22257
22257	97546	12712	px97546	px	601	2659.0	432	22258
22258	59841	7037	px59841	px	54494	2288.0	537	22259
22259	59840	7036	px59840	px	98581	2288.0	537	22260
22260	63103	7426	px63103	px	855	2581.0	403	22261
22261	63102	7425	px63102	px	1204	2581.0	403	22262
22262	63101	7424	px63101	px	1285	2581.0	403	22263
22263	29220	3218	px29220	px	14655	2789.0	397	22264
22264	V2531	22775	pxV2531	px	1531	2464.0	373	22265
22265	V2530	22774	pxV2530	px	549	2464.0	373	22266
22266	J7699	19325	pxJ7699	px	17522	2270.0	355	22267
22267	21750	1712	px21750	px	5156	2201.0	370	22268
22268	C1788	14290	pxC1788	px	90942	2209.0	354	22269
22269	C1789	14291	pxC1789	px	19340	2208.0	354	22270
22270	C1782	14284	pxC1782	px	10776	2208.0	354	22271
22271	C1783	14285	pxC1783	px	1966	2209.0	354	22272
22272	C1780	14282	pxC1780	px	43732	2208.0	354	22273
22273	C1781	14283	pxC1781	px	219532	2208.0	354	22274
22274	C1786	14288	pxC1786	px	4268	2209.0	354	22275
22275	C1787	14289	pxC1787	px	8631	2208.0	354	22276
22276	C1784	14286	pxC1784	px	3315	2209.0	354	22277
22277	C1785	14287	pxC1785	px	24222	2209.0	354	22278
22278	68705	8010	px68705	px	997	2473.0	380	22279
22279	68700	8009	px68700	px	8293	2473.0	380	22280
22280	44300	5541	px44300	px	5124	2795.0	470	22281
22281	54360	6526	px54360	px	12786	2498.0	388	22282
22282	24220	2071	px24220	px	10734	2611.0	363	22283
22283	62272	7335	px62272	px	26167	2170.0	593	22284
22284	62273	7336	px62273	px	62271	2175.0	427	22285
22285	62270	7334	px62270	px	451262	2170.0	593	22286
22286	28570	3159	px28570	px	592	2413.0	381	22287
22287	28576	3161	px28576	px	237	2414.0	381	22288
22288	62278	7341	px62278	px	142	2455.0	437	22289
22289	K0862	20035	pxK0862	px	199	2208.0	354	22290
22290	C9202	14856	pxC9202	px	766	2275.0	355	22291
22291	C9201	14855	pxC9201	px	103	2209.0	354	22292
22292	K0868	20038	pxK0868	px	145	2209.0	354	22293
22293	93650	12202	px93650	px	15018	2360.0	534	22294
22294	93651	12203	px93651	px	113154	2360.0	534	22295
22295	93652	12204	px93652	px	9224	2360.0	534	22296
22296	93653	12205	px93653	px	12191	2360.0	534	22297
22297	93654	12206	px93654	px	2100	2360.0	534	22298
22298	93655	12207	px93655	px	3709	2360.0	534	22299
22299	93656	12208	px93656	px	9005	2360.0	534	22300
22300	93657	12209	px93657	px	3922	2360.0	534	22301
22301	61770	7264	px61770	px	306	2501.0	365	22302
22302	27758	2943	px27758	px	9314	2414.0	381	22303
22303	27759	2944	px27759	px	24116	2414.0	381	22304
22304	27756	2942	px27756	px	1879	2415.0	381	22305
22305	27752	2940	px27752	px	12447	2415.0	381	22306
22306	27750	2939	px27750	px	40813	2415.0	381	22307
22307	L0600	20130	pxL0600	px	1517	2208.0	354	22308
22308	27280	2703	px27280	px	1821	2573.0	368	22309
22309	G9116	18066	pxG9116	px	399	2261.0	356	22310
22310	73085	8320	px73085	px	5620	2611.0	363	22311
22311	73080	8319	px73080	px	1612433	2611.0	363	22312
22312	26489	2446	px26489	px	354	2491.0	362	22313
22313	25660	2320	px25660	px	1351	2624.0	409	22314
22314	26480	2443	px26480	px	23003	2492.0	362	22315
22315	26483	2444	px26483	px	2554	2494.0	362	22316
22316	26485	2445	px26485	px	1791	2494.0	362	22317
22317	0173T	417	px0173T	px	122	2447.0	507	22318
22318	J1030	18689	pxJ1030	px	3759272	2269.0	355	22319
22319	01730	415	px01730	px	27689	2379.0	360	22320
22320	01732	416	px01732	px	1381	2374.0	360	22321
22321	S5518	22296	pxS5518	px	125	2785.0	375	22322
22322	57500	6807	px57500	px	181877	2572.0	447	22323
22323	57505	6808	px57505	px	75694	2777.0	398	22324
22324	33478	4003	px33478	px	629	2297.0	424	22325
22325	33476	4002	px33476	px	480	2297.0	424	22326
22326	33474	4000	px33474	px	278	2297.0	424	22327
22327	33475	4001	px33475	px	1731	2297.0	424	22328
22328	36534	4611	px36534	px	1090	2607.0	402	22329
22329	36535	4612	px36535	px	12996	2607.0	402	22330
22330	36530	4607	px36530	px	221	2533.0	391	22331
22331	36532	4609	px36532	px	141	2606.0	402	22332
22332	36533	4610	px36533	px	25377	2607.0	402	22333
22333	76390	8760	px76390	px	7315	2618.0	363	22334
22334	76393	8761	px76393	px	2614	2584.0	383	22335
22335	A0140	13095	pxA0140	px	1823	2735.0	396	22336
22336	0291T	601	px0291T	px	245	2444.0	412	22337
22337	S0017	21865	pxS0017	px	244	2278.0	355	22338
22338	S0016	21864	pxS0016	px	141	2270.0	355	22339
22339	S0012	21862	pxS0012	px	120	2270.0	355	22340
22340	88368	11292	px88368	px	160301	2811.0	364	22341
22341	88360	11284	px88360	px	227609	2811.0	364	22342
22342	88361	11285	px88361	px	120735	2811.0	364	22343
22343	88362	11286	px88362	px	947	2812.0	364	22344
22344	88363	11287	px88363	px	13040	2811.0	364	22345
22345	88365	11289	px88365	px	135490	2802.0	364	22346
22346	88367	11291	px88367	px	123738	2807.0	364	22347
22347	L1210	20204	pxL1210	px	13385	2208.0	354	22348
22348	L0160	20064	pxL0160	px	1963	2208.0	354	22349
22349	86359	10705	px86359	px	119671	2714.0	358	22350
22350	86357	10703	px86357	px	51505	2714.0	358	22351
22351	86356	10702	px86356	px	24064	2714.0	358	22352
22352	86355	10701	px86355	px	54025	2714.0	358	22353
